species,speccode,class,order,family,acc_name,match_type,confidence,gbif_key,synonym_of
Osteochilus melanopleura,16124,Teleostei,Cypriniformes,Cyprinidae,"Osteochilus melanopleurus (Bleeker, 1852)",FUZZY,95,2364311,
Osteochilus microcephalus,17441,Teleostei,Cypriniformes,Cyprinidae,"Osteochilus microcephalus (Valenciennes, 1842)",EXACT,99,2364380,
Osteochilus sarawakensis,27342,Teleostei,Cypriniformes,Cyprinidae,"Osteochilus sarawakensis Karnasuta, 1993",EXACT,99,2364348,
Osteochilus scapularis,65633,Teleostei,Cypriniformes,Cyprinidae,"Osteochilus scapularis Fowler, 1939",EXACT,99,2364343,
Osteochilus spilurus,5432,Teleostei,Cypriniformes,Cyprinidae,"Osteochilus spilurus (Bleeker, 1851)",EXACT,99,2364358,
Osteochilus vittatus,277,Teleostei,Cypriniformes,Cyprinidae,"Osteochilus vittatus (Valenciennes, 1842)",EXACT,99,2364327,
Osteochilus waandersii,17448,Teleostei,Cypriniformes,Cyprinidae,"Osteochilus waandersii (Bleeker, 1853)",EXACT,99,2364337,
Paracrossochilus acerus,5433,Teleostei,Cypriniformes,Cyprinidae,"Paracrossochilus acerus Inger & Chin, 1962",EXACT,99,2364647,
Paracrossochilus vittatus,17452,Teleostei,Cypriniformes,Cyprinidae,"Paracrossochilus vittatus (Boulenger, 1894)",EXACT,99,2364649,
Poropuntius birtwistlei,54696,Teleostei,Cypriniformes,Cyprinidae,"Poropuntius birtwistlei (Herre, 1940)",EXACT,99,2366204,
Poropuntius normani,60214,Teleostei,Cypriniformes,Cyprinidae,"Poropuntius normani Smith, 1931",EXACT,99,2366137,
Poropuntius smedleyi,54702,Teleostei,Cypriniformes,Cyprinidae,"Poropuntius smedleyi (de Beaufort, 1933)",EXACT,99,2366202,
Probarbus jullieni,5422,Teleostei,Cypriniformes,Cyprinidae,"Probarbus jullieni Sauvage, 1880",EXACT,99,2363810,
Puntigrus partipentazona,27130,Teleostei,Cypriniformes,Cyprinidae,"Puntigrus partipentazona (Fowler, 1934)",EXACT,99,8015152,
Puntigrus tetrazona,4766,Teleostei,Cypriniformes,Cyprinidae,"Puntigrus tetrazona (Bleeker, 1855)",EXACT,99,8214163,
Puntioplites bulu,14512,Teleostei,Cypriniformes,Cyprinidae,"Puntioplites bulu (Bleeker, 1851)",EXACT,99,2366502,
Puntioplites proctozystron,16203,Teleostei,Cypriniformes,Cyprinidae,"Puntioplites proctozystron (Bleeker, 1865)",EXACT,99,2366497,
Puntioplites waandersi,17460,Teleostei,Cypriniformes,Cyprinidae,"Puntioplites waandersi (Bleeker, 1859)",EXACT,99,2366490,
Puntius brevis,22821,Teleostei,Cypriniformes,Cyprinidae,"Puntius brevis (Bleeker, 1849)",EXACT,99,2364211,
Puntius sealei,59488,Teleostei,Cypriniformes,Cyprinidae,"Puntius sealei (Herre, 1933)",EXACT,99,2363862,
Rohteichthys microlepis,22647,Teleostei,Cypriniformes,Cyprinidae,"Rohteichthys microlepis (Bleeker, 1850)",EXACT,99,2364641,
Schismatorhynchos holorhynchos,56313,Teleostei,Cypriniformes,Cyprinidae,"Schismatorhynchos holorhynchos Siebert & Tjakrawidjaja, 1998",EXACT,99,2365837,
Sikukia stejnegeri,27115,Teleostei,Cypriniformes,Cyprinidae,"Sikukia stejnegeri Smith, 1931",EXACT,99,2360360,
Striuntius lateristriga,10809,Teleostei,Cypriniformes,Cyprinidae,"Striuntius lateristriga (Valenciennes, 1842)",EXACT,98,12092887,2364073
Striuntius lineatus,12141,Teleostei,Cypriniformes,Cyprinidae,"Striuntius lineatus (Duncker, 1904)",EXACT,99,7397816,
Systomus rubripinnis,4794,Teleostei,Cypriniformes,Cyprinidae,"Systomus rubripinnis (Valenciennes, 1842)",EXACT,99,8150271,
Thynnichthys thynnoides,16209,Teleostei,Cypriniformes,Cyprinidae,"Thynnichthys thynnoides (Bleeker, 1852)",EXACT,99,5207541,
Tor douronensis,5436,Teleostei,Cypriniformes,Cyprinidae,"Tor douronensis (Valenciennes, 1842)",EXACT,99,2364527,
Tor tambra,22692,Teleostei,Cypriniformes,Cyprinidae,"Tor tambra (Valenciennes, 1842)",EXACT,99,2364511,
Tor tambroides,12231,Teleostei,Cypriniformes,Cyprinidae,"Tor tambroides (Bleeker, 1854)",EXACT,99,2364503,
Dactyloptena macracantha,8239,Teleostei,Dactylopteriformes,Dactylopteridae,"Dactyloptena macracantha (Bleeker, 1855)",EXACT,99,2333583,
Dactyloptena orientalis,4485,Teleostei,Dactylopteriformes,Dactylopteridae,"Dactyloptena orientalis (Cuvier, 1829)",EXACT,99,2333592,
Amblypharyngodon atkinsonii,24299,Teleostei,Cypriniformes,Danionidae,"Amblypharyngodon atkinsonii (Blyth, 1860)",EXACT,99,2361133,
Boraras maculatus,10879,Teleostei,Cypriniformes,Danionidae,"Boraras maculatus (Duncker, 1904)",EXACT,99,2366590,
Boraras urophthalmoides,12211,Teleostei,Cypriniformes,Danionidae,"Boraras urophthalmoides (Kottelat, 1991)",EXACT,99,2366593,
Brevibora cheeya,65950,Teleostei,Cypriniformes,Danionidae,"Brevibora cheeya Liao & Tan, 2011",EXACT,99,5962643,
Brevibora dorsiocellata,10368,Teleostei,Cypriniformes,Danionidae,"Brevibora dorsiocellata (Duncker, 1904)",EXACT,99,5962644,
Danio albolineatus,10824,Teleostei,Cypriniformes,Danionidae,"Danio albolineatus (Blyth, 1860)",EXACT,99,2362695,
Danio kerri,12066,Teleostei,Cypriniformes,Danionidae,"Danio kerri Smith, 1931",EXACT,99,2362690,
Esomus caudiocellatus,54676,Teleostei,Cypriniformes,Danionidae,"Esomus caudiocellatus Ahl, 1923",EXACT,99,2364608,
Esomus malayensis,12071,Teleostei,Cypriniformes,Danionidae,"Esomus malayensis Ahl, 1923",EXACT,99,2364614,
Esomus metallicus,16176,Teleostei,Cypriniformes,Danionidae,"Esomus metallicus Ahl, 1923",EXACT,99,2364604,
Kottelatia brittani,10363,Teleostei,Cypriniformes,Danionidae,"Kottelatia brittani (Axelrod, 1976)",EXACT,99,5962766,
Laubuka laubuca,12061,Teleostei,Cypriniformes,Danionidae,"Laubuka laubuca (Hamilton, 1822)",EXACT,99,8283254,
Luciosoma pellegrinii,17421,Teleostei,Cypriniformes,Danionidae,"Luciosoma pellegrinii Popta, 1905",EXACT,99,2360865,
Luciosoma setigerum,16110,Teleostei,Cypriniformes,Danionidae,"Luciosoma setigerum (Valenciennes, 1842)",EXACT,99,2360859,
Luciosoma spilopleura,12124,Teleostei,Cypriniformes,Danionidae,"Luciosoma spilopleura Bleeker, 1855",EXACT,99,2360858,
Luciosoma trinema,17424,Teleostei,Cypriniformes,Danionidae,"Luciosoma trinema (Bleeker, 1852)",EXACT,99,2360860,
Malayochela maassi,17372,Teleostei,Cypriniformes,Danionidae,"Malayochela maassi (Weber & de Beaufort, 1912)",EXACT,99,2364386,
Nematabramis alestes,5164,Teleostei,Cypriniformes,Danionidae,"Nematabramis alestes (Seale & Bean, 1907)",EXACT,99,2367363,
Nematabramis borneensis,26642,Teleostei,Cypriniformes,Danionidae,"Nematabramis borneensis Inger & Chin, 1962",EXACT,99,2367365,
Nematabramis everetti,5165,Teleostei,Cypriniformes,Danionidae,"Nematabramis everetti Boulenger, 1894",EXACT,99,2367362,
Nematabramis steindachnerii,5431,Teleostei,Cypriniformes,Danionidae,"Nematabramis steindachnerii Popta, 1905",EXACT,99,2367368,
Raiamas guttatus,13233,Teleostei,Cypriniformes,Danionidae,"Raiamas guttatus (Day, 1870)",EXACT,99,2363216,
Rasbora argyrotaenia,5169,Teleostei,Cypriniformes,Danionidae,"Rasbora argyrotaenia (Bleeker, 1849)",EXACT,99,2359538,
Rasbora aurotaenia,27064,Teleostei,Cypriniformes,Danionidae,"Rasbora aurotaenia Tirant, 1885",EXACT,99,2359508,
Rasbora bankanensis,10351,Teleostei,Cypriniformes,Danionidae,"Rasbora bankanensis (Bleeker, 1853)",EXACT,99,2359562,
Rasbora borapetensis,10834,Teleostei,Cypriniformes,Danionidae,"Rasbora borapetensis Smith, 1934",EXACT,99,2359536,
Rasbora borneensis,10361,Teleostei,Cypriniformes,Danionidae,"Rasbora borneensis Bleeker, 1860",EXACT,99,2359581,
Rasbora caudimaculata,10364,Teleostei,Cypriniformes,Danionidae,"Rasbora caudimaculata Volz, 1903",EXACT,99,2359518,
Rasbora cephalotaenia,10365,Teleostei,Cypriniformes,Danionidae,"Rasbora cephalotaenia (Bleeker, 1852)",EXACT,99,2359632,
Rasbora chrysotaenia,12173,Teleostei,Cypriniformes,Danionidae,"Rasbora chrysotaenia Ahl, 1937",EXACT,99,2359641,
Rasbora cryptica,67318,Teleostei,Cypriniformes,Danionidae,"Rasbora cryptica Kottelat & Tan, 2012",EXACT,99,7712058,
Rasbora daniconius,5493,Teleostei,Cypriniformes,Danionidae,"Rasbora daniconius (Hamilton, 1822)",EXACT,99,2359512,
Rasbora dusonensis,10370,Teleostei,Cypriniformes,Danionidae,"Rasbora dusonensis (Bleeker, 1850)",EXACT,99,2359520,
Rasbora einthovenii,10371,Teleostei,Cypriniformes,Danionidae,"Rasbora einthovenii (Bleeker, 1851)",EXACT,99,2359549,
Rasbora elegans,12179,Teleostei,Cypriniformes,Danionidae,"Rasbora elegans Volz, 1903",EXACT,99,2359506,
Rasbora ennealepis,22519,Teleostei,Cypriniformes,Danionidae,"Rasbora ennealepis Roberts, 1989",EXACT,99,2359516,
Rasbora hubbsi,5435,Teleostei,Cypriniformes,Danionidae,"Rasbora hubbsi Brittan, 1954",EXACT,99,2359579,
Rasbora kalochroma,10372,Teleostei,Cypriniformes,Danionidae,"Rasbora kalochroma (Bleeker, 1851)",EXACT,99,2359525,
Rasbora kottelati,27256,Teleostei,Cypriniformes,Danionidae,"Rasbora kottelati Lim, 1995",EXACT,99,2359630,
Rasbora lateristriata,5167,Teleostei,Cypriniformes,Danionidae,"Rasbora lateristriata (Bleeker, 1854)",EXACT,99,2359498,
Rasbora meinkeni,22606,Teleostei,Cypriniformes,Danionidae,"Rasbora meinkeni de Beaufort, 1931",EXACT,99,2359614,
Rasbora notura,62453,Teleostei,Cypriniformes,Danionidae,"Rasbora notura Kottelat, 2005",EXACT,99,2359501,
Rasbora paucisqualis,12200,Teleostei,Cypriniformes,Danionidae,"Rasbora paucisqualis Ahl, 1935",EXACT,99,2359583,
Rasbora rasbora,10382,Teleostei,Cypriniformes,Danionidae,"Rasbora rasbora (Hamilton, 1822)",EXACT,99,2359570,
Rasbora rheophila,67320,Teleostei,Cypriniformes,Danionidae,"Rasbora rheophila Kottelat, 2012",EXACT,99,7430989,
Rasbora rutteni,22625,Teleostei,Cypriniformes,Danionidae,"Rasbora rutteni Weber & de Beaufort, 1916",EXACT,99,2359629,
Rasbora sarawakensis,10374,Teleostei,Cypriniformes,Danionidae,"Rasbora sarawakensis Brittan, 1951",EXACT,99,2359528,
Rasbora semilineata,22626,Teleostei,Cypriniformes,Danionidae,"Rasbora semilineata Weber & de Beaufort, 1916",EXACT,99,2359545,
Rasbora sumatrana,5437,Teleostei,Cypriniformes,Danionidae,"Rasbora sumatrana (Bleeker, 1852)",EXACT,99,2359499,
Rasbora tornieri,22832,Teleostei,Cypriniformes,Danionidae,"Rasbora tornieri Ahl, 1922",EXACT,99,2359502,
Rasbora trifasciata,22834,Teleostei,Cypriniformes,Danionidae,"Rasbora trifasciata Popta, 1905",EXACT,99,2359623,
Rasbora trilineata,4771,Teleostei,Cypriniformes,Danionidae,"Rasbora trilineata Steindachner, 1870",EXACT,99,2359627,
Rasbora tubbi,22642,Teleostei,Cypriniformes,Danionidae,"Rasbora tubbi Brittan, 1954",EXACT,99,2359580,
Rasbora tuberculata,27020,Teleostei,Cypriniformes,Danionidae,"Rasbora tuberculata Kottelat, 1995",EXACT,99,2359569,
Rasbora volzii,10376,Teleostei,Cypriniformes,Danionidae,"Rasbora volzii Popta, 1905",EXACT,99,2359496,
Rasbora vulgaris,65355,Teleostei,Cypriniformes,Danionidae,"Rasbora vulgaris Duncker, 1904",EXACT,99,5851553,
Trigonopoma gracile,15915,Teleostei,Cypriniformes,Danionidae,"Trigonopoma gracile (Kottelat, 1991)",EXACT,99,5962670,
Trigonopoma pauciperforatum,10373,Teleostei,Cypriniformes,Danionidae,"Trigonopoma pauciperforatum (Weber & de Beaufort, 1916)",EXACT,99,5962669,
Trigonostigma heteromorpha,10881,Teleostei,Cypriniformes,Danionidae,"Trigonostigma heteromorpha (Duncker, 1904)",EXACT,99,2367610,
Trigonostigma truncata,69168,Teleostei,Cypriniformes,Danionidae,"Trigonostigma truncata Tan, 2020",EXACT,99,11173146,
Bathytoshia lata,27065,Elasmobranchii,Myliobatiformes,Dasyatidae,"Bathytoshia lata (Garman, 1880)",EXACT,99,9568834,
Brevitrygon heterura,68226,Elasmobranchii,Myliobatiformes,Dasyatidae,"Brevitrygon heterura (Bleeker, 1852)",EXACT,98,9366676,
Brevitrygon imbricata,13150,Elasmobranchii,Myliobatiformes,Dasyatidae,"Brevitrygon imbricata (Bloch & Schneider, 1801)",EXACT,99,9295191,
Brevitrygon walga,15484,Elasmobranchii,Myliobatiformes,Dasyatidae,"Brevitrygon walga (Müller & Henle, 1841)",EXACT,99,9623595,
Fluvitrygon kittipongi,63551,Elasmobranchii,Myliobatiformes,Dasyatidae,"Fluvitrygon kittipongi (Vidthayanon & Roberts, 2005)",EXACT,99,9233894,
Fluvitrygon signifer,7982,Elasmobranchii,Myliobatiformes,Dasyatidae,"Fluvitrygon signifer (Compagno & Roberts, 1982)",EXACT,99,9419000,
Hemitrygon akajei,940,Elasmobranchii,Myliobatiformes,Dasyatidae,"Hemitrygon akajei (Müller & Henle, 1841)",EXACT,99,9541869,
Hemitrygon bennettii,15387,Elasmobranchii,Myliobatiformes,Dasyatidae,"Hemitrygon bennettii (Müller & Henle, 1841)",EXACT,99,9495838,
Hemitrygon fluviorum,12583,Elasmobranchii,Myliobatiformes,Dasyatidae,"Hemitrygon fluviorum (Ogilby, 1908)",EXACT,99,9301034,
Himantura leoparda,64147,Elasmobranchii,Myliobatiformes,Dasyatidae,"Himantura leoparda Manjaji-Matsumoto & Last, 2008",EXACT,99,5215903,
Himantura tutul,67649,Elasmobranchii,Myliobatiformes,Dasyatidae,"Himantura tutul Borsa, Durand, Shen, Alyza, Solihin & Berrebi, 2013",EXACT,99,7657210,
Himantura uarnak,5507,Elasmobranchii,Myliobatiformes,Dasyatidae,"Himantura uarnak (Gmelin, 1789)",EXACT,98,9775198,
Himantura undulata,12584,Elasmobranchii,Myliobatiformes,Dasyatidae,"Himantura undulata (Bleeker, 1852)",EXACT,99,5215905,
Maculabatis gerrardi,15483,Elasmobranchii,Myliobatiformes,Dasyatidae,"Maculabatis gerrardi (Gray, 1851)",EXACT,99,9590829,
Maculabatis macrura,69728,Elasmobranchii,Myliobatiformes,Dasyatidae,"Maculabatis macrura (Bleeker, 1852)",EXACT,99,10871247,
Maculabatis toshi,15487,Elasmobranchii,Myliobatiformes,Dasyatidae,"Maculabatis toshi (Whitley, 1939)",EXACT,99,9488643,
Megatrygon microps,15391,Elasmobranchii,Myliobatiformes,Dasyatidae,"Megatrygon microps (Annandale, 1908)",EXACT,99,9494196,
Neotrygon kuhlii,4508,Elasmobranchii,Myliobatiformes,Dasyatidae,"Neotrygon kuhlii (Müller & Henle, 1841)",EXACT,99,2419592,
Neotrygon orientalis,68494,Elasmobranchii,Myliobatiformes,Dasyatidae,"Neotrygon orientalis Last, White & Serét, 2016",EXACT,99,11138776,
Pastinachus ater,65900,Elasmobranchii,Myliobatiformes,Dasyatidae,"Pastinachus ater (Macleay, 1883)",EXACT,99,9619349,
Pastinachus gracilicaudus,65553,Elasmobranchii,Myliobatiformes,Dasyatidae,"Pastinachus gracilicaudus Last & Manjaji-Matsumoto, 2010",EXACT,99,5842858,
Pastinachus sephen,8203,Elasmobranchii,Myliobatiformes,Dasyatidae,"Pastinachus sephen (Forsskål, 1775)",EXACT,99,2419714,
Pastinachus solocirostris,63343,Elasmobranchii,Myliobatiformes,Dasyatidae,"Pastinachus solocirostris Last, Manjaji & Yearsley, 2005",EXACT,99,2419728,
Pateobatis bleekeri,13148,Elasmobranchii,Myliobatiformes,Dasyatidae,"Pateobatis bleekeri (Blyth, 1860)",EXACT,99,9321767,
Pateobatis fai,12587,Elasmobranchii,Myliobatiformes,Dasyatidae,"Pateobatis fai (Jordan & Seale, 1906)",EXACT,99,9328654,
Pateobatis jenkinsii,12589,Elasmobranchii,Myliobatiformes,Dasyatidae,"Pateobatis jenkinsii (Annandale, 1909)",EXACT,99,9400747,
Pateobatis uarnacoides,57399,Elasmobranchii,Myliobatiformes,Dasyatidae,"Pateobatis uarnacoides (Bleeker, 1852)",EXACT,99,9566320,
Taeniura lymma,5399,Elasmobranchii,Myliobatiformes,Dasyatidae,"Taeniura lymma (Forsskål, 1775)",EXACT,98,5215810,
Taeniurops meyeni,6482,Elasmobranchii,Myliobatiformes,Dasyatidae,"Taeniurops meyeni (Müller & Henle, 1841)",EXACT,99,7193839,
Telatrygon biasa,68036,Elasmobranchii,Myliobatiformes,Dasyatidae,"Telatrygon biasa Last, White & Naylor, 2016",EXACT,99,9223307,
Telatrygon zugei,8205,Elasmobranchii,Myliobatiformes,Dasyatidae,"Telatrygon zugei (Müller & Henle, 1841)",EXACT,99,9601413,
Urogymnus asperrimus,5400,Elasmobranchii,Myliobatiformes,Dasyatidae,"Urogymnus asperrimus (Bloch & Schneider, 1801)",EXACT,99,2419580,
Urogymnus granulatus,12586,Elasmobranchii,Myliobatiformes,Dasyatidae,"Urogymnus granulatus (Macleay, 1883)",EXACT,99,9541376,
Urogymnus lobistoma,63391,Elasmobranchii,Myliobatiformes,Dasyatidae,"Urogymnus lobistoma (Manjaji-Matsumoto & Last, 2006)",EXACT,99,9466978,
Urogymnus polylepis,11693,Elasmobranchii,Myliobatiformes,Dasyatidae,"Urogymnus polylepis (Bleeker, 1852)",EXACT,99,9463409,
Dentatherina merceri,7186,Teleostei,Atheriniformes,Dentatherinidae,"Dentatherina merceri Patten & Ivantsoff, 1983",EXACT,99,2412084,
Diancistrus altidorsalis,63169,Teleostei,Ophidiiformes,Dinematichthyidae,"Diancistrus altidorsalis Schwarzhans, Møller & Nielsen, 2005",EXACT,99,2346142,
Cyclichthys orbicularis,5196,Teleostei,Tetraodontiformes,Diodontidae,"Cyclichthys orbicularis (Bloch, 1785)",EXACT,99,2406514,
Diodon holocanthus,4659,Teleostei,Tetraodontiformes,Diodontidae,"Diodon holocanthus Linnaeus, 1758",EXACT,99,5213361,
Diodon hystrix,1022,Teleostei,Tetraodontiformes,Diodontidae,"Diodon hystrix Linnaeus, 1758",EXACT,98,5213374,
Diodon liturosus,6552,Teleostei,Tetraodontiformes,Diodontidae,"Diodon liturosus Shaw, 1804",EXACT,99,5213358,
Amblygaster leiogaster,1500,Teleostei,Clupeiformes,Dorosomatidae,"Amblygaster leiogaster (Valenciennes, 1847)",EXACT,99,2413215,
Amblygaster sirm,1501,Teleostei,Clupeiformes,Dorosomatidae,"Amblygaster sirm (Walbaum, 1792)",EXACT,99,2413207,
Anodontostoma chacunda,1619,Teleostei,Clupeiformes,Dorosomatidae,"Anodontostoma chacunda (Hamilton, 1822)",EXACT,99,2413348,
Anodontostoma thailandiae,1621,Teleostei,Clupeiformes,Dorosomatidae,"Anodontostoma thailandiae Wongratana, 1983",EXACT,99,2413347,
Escualosa thoracata,1522,Teleostei,Clupeiformes,Dorosomatidae,"Escualosa thoracata (Valenciennes, 1847)",EXACT,99,2412568,
Herklotsichthys dispilonotus,1489,Teleostei,Clupeiformes,Dorosomatidae,"Herklotsichthys dispilonotus (Bleeker, 1852)",EXACT,99,2413094,
Herklotsichthys quadrimaculatus,1494,Teleostei,Clupeiformes,Dorosomatidae,"Herklotsichthys quadrimaculatus (Rüppell, 1837)",EXACT,99,2413096,
Hilsa kelee,1595,Teleostei,Clupeiformes,Dorosomatidae,"Hilsa kelee (Cuvier, 1829)",EXACT,99,2413479,
Nematalosa come,1611,Teleostei,Clupeiformes,Dorosomatidae,"Nematalosa come (Richardson, 1846)",EXACT,99,2413030,
Nematalosa galatheae,1614,Teleostei,Clupeiformes,Dorosomatidae,"Nematalosa galatheae Nelson & Rothman, 1973",EXACT,99,2413011,
Nematalosa nasus,1616,Teleostei,Clupeiformes,Dorosomatidae,"Nematalosa nasus (Bloch, 1795)",EXACT,99,2413001,
Sardinella albella,1502,Teleostei,Clupeiformes,Dorosomatidae,"Sardinella albella (Valenciennes, 1847)",EXACT,99,2412822,
Sardinella brachysoma,1504,Teleostei,Clupeiformes,Dorosomatidae,"Sardinella brachysoma Bleeker, 1852",EXACT,99,2412818,
Sardinella fimbriata,1507,Teleostei,Clupeiformes,Dorosomatidae,"Sardinella fimbriata (Valenciennes, 1847)",EXACT,99,2387341,
Sardinella gibbosa,1508,Teleostei,Clupeiformes,Dorosomatidae,"Sardinella gibbosa (Bleeker, 1849)",EXACT,99,2412787,
Sardinella lemuru,1510,Teleostei,Clupeiformes,Dorosomatidae,"Sardinella lemuru Bleeker, 1853",EXACT,99,2412878,
Sardinella melanura,1513,Teleostei,Clupeiformes,Dorosomatidae,"Sardinella melanura (Cuvier, 1829)",EXACT,99,2412833,
Tenualosa ilisha,1596,Teleostei,Clupeiformes,Dorosomatidae,"Tenualosa ilisha (Hamilton, 1822)",EXACT,99,2413382,
Tenualosa macrura,1597,Teleostei,Clupeiformes,Dorosomatidae,"Tenualosa macrura (Bleeker, 1852)",EXACT,99,2413404,
Tenualosa toli,1600,Teleostei,Clupeiformes,Dorosomatidae,"Tenualosa toli (Valenciennes, 1847)",EXACT,99,2413397,
Drepane longimana,7692,Teleostei,Acanthuriformes,Drepaneidae,"Drepane longimana (Bloch & Schneider, 1801)",EXACT,99,2374444,
Drepane punctata,454,Teleostei,Acanthuriformes,Drepaneidae,"Drepane punctata (Linnaeus, 1758)",EXACT,99,2374434,
Dussumieria acuta,1453,Teleostei,Clupeiformes,Dussumieriidae,"Dussumieria acuta Valenciennes, 1847",EXACT,99,2412967,
Dussumieria albulina,69849,Teleostei,Clupeiformes,Dussumieriidae,"Dussumieria albulina (Fowler, 1934)",EXACT,98,11393776,2412967
Dussumieria elopsoides,1454,Teleostei,Clupeiformes,Dussumieriidae,"Dussumieria elopsoides Bleeker, 1849",EXACT,99,2412966,
Dussumieria hasseltii,69847,Teleostei,Clupeiformes,Dussumieriidae,"Dussumieria hasselti Bleeker, 1851",FUZZY,96,2412968,2412966
Echeneis naucrates,2467,Teleostei,Carangiformes,Echeneidae,"Echeneis naucrates Linnaeus, 1758",EXACT,97,2375300,
Clupeichthys perakensis,1570,Teleostei,Clupeiformes,Ehiravidae,"Clupeichthys perakensis (Herre, 1936)",EXACT,99,2412924,
Corica laciniata,1565,Teleostei,Clupeiformes,Ehiravidae,"Corica laciniata Fowler, 1935",EXACT,99,5214594,
Corica soborna,1566,Teleostei,Clupeiformes,Ehiravidae,"Corica soborna Hamilton, 1822",EXACT,99,5214588,
Sundasalanx microps,23397,Teleostei,Clupeiformes,Ehiravidae,"Sundasalanx microps Roberts, 1981",EXACT,99,2413683,
Calumia godeffroyi,13765,Teleostei,Gobiiformes,Eleotridae,"Calumia godeffroyi (Günther, 1877)",EXACT,99,2386297,
Eleotris acanthopomus,11794,Teleostei,Gobiiformes,Eleotridae,"Eleotris acanthopoma Bleeker, 1853",FUZZY,96,2386144,
Eleotris melanosoma,10013,Teleostei,Gobiiformes,Eleotridae,"Eleotris melanosoma Bleeker, 1853",EXACT,99,2386104,
Ellopostoma megalomycter,22699,Teleostei,Cypriniformes,Ellopostomatidae,"Ellopostoma megalomycter (Vaillant, 1902)",EXACT,99,2358838,
Elops hawaiensis,6415,Teleostei,Elopiformes,Elopidae,"Elops hawaiensis Regan, 1909",EXACT,99,5203139,
Elops machnata,5512,Teleostei,Elopiformes,Elopidae,"Elops machnata (Forsskål, 1775)",EXACT,99,5203146,
Coilia borneensis,614,Teleostei,Clupeiformes,Engraulidae,"Coilia borneensis Bleeker, 1852",EXACT,99,2413710,
Coilia coomansi,624,Teleostei,Clupeiformes,Engraulidae,"Coilia coomansi Hardenberg, 1934",EXACT,99,2413725,
Coilia dussumieri,625,Teleostei,Clupeiformes,Engraulidae,"Coilia dussumieri Valenciennes, 1848",EXACT,99,2413712,
Coilia lindmani,627,Teleostei,Clupeiformes,Engraulidae,"Coilia lindmani Bleeker, 1857",EXACT,99,2413738,
Coilia macrognathos,628,Teleostei,Clupeiformes,Engraulidae,"Coilia macrognathos Bleeker, 1852",EXACT,99,2413742,
Coilia neglecta,631,Teleostei,Clupeiformes,Engraulidae,"Coilia neglecta Whitehead, 1967",EXACT,99,2413741,
Coilia rebentischii,633,Teleostei,Clupeiformes,Engraulidae,"Coilia rebentischii Bleeker, 1858",EXACT,99,2413745,
Encrasicholina heteroloba,556,Teleostei,Clupeiformes,Engraulidae,"Encrasicholina heteroloba (Rüppell, 1837)",EXACT,99,2413765,
Encrasicholina punctifer,558,Teleostei,Clupeiformes,Engraulidae,"Encrasicholina punctifer Fowler, 1938",EXACT,99,2413774,
Lycothrissa crocodilus,604,Teleostei,Clupeiformes,Engraulidae,"Lycothrissa crocodilus (Bleeker, 1850)",EXACT,99,2414064,
Setipinna breviceps,8809,Teleostei,Clupeiformes,Engraulidae,"Setipinna breviceps (Cantor, 1849)",EXACT,99,2413854,
Setipinna melanochir,608,Teleostei,Clupeiformes,Engraulidae,"Setipinna melanochir (Bleeker, 1849)",EXACT,99,2413833,
Setipinna taty,611,Teleostei,Clupeiformes,Engraulidae,"Setipinna taty (Valenciennes, 1848)",EXACT,99,2413827,
Setipinna tenuifilis,612,Teleostei,Clupeiformes,Engraulidae,"Setipinna tenuifilis (Valenciennes, 1848)",EXACT,99,2413832,
Stolephorus acinaces,69936,Teleostei,Clupeiformes,Engraulidae,"Stolephorus acinaces Hata, Lavoué & Motomura, 2020",EXACT,99,11113921,
Stolephorus andhraensis,561,Teleostei,Clupeiformes,Engraulidae,"Stolephorus andhraensis Babu Rao, 1966",EXACT,99,2414228,
Stolephorus baganensis,563,Teleostei,Clupeiformes,Engraulidae,"Stolephorus baganensis Hardenberg, 1933",EXACT,98,2414238,
Stolephorus balinensis,69956,Teleostei,Clupeiformes,Engraulidae,Stolephorus balinensis,EXACT,99,11923875,
Stolephorus commersonnii,566,Teleostei,Clupeiformes,Engraulidae,"Stolephorus commersonnii Lacepède, 1803",EXACT,99,2414195,
Stolephorus diabolus,70609,Teleostei,Clupeiformes,Engraulidae,"Stolephorus diabolus Hata, Lavoué & Motomura, 2022",EXACT,99,11664461,
Stolephorus dubiosus,567,Teleostei,Clupeiformes,Engraulidae,"Stolephorus dubiosus Wongratana, 1983",EXACT,99,2414229,
Stolephorus indicus,569,Teleostei,Clupeiformes,Engraulidae,"Stolephorus indicus (van Hasselt, 1823)",EXACT,99,2414203,
Stolephorus insularis,571,Teleostei,Clupeiformes,Engraulidae,"Stolephorus insularis Hardenberg, 1933",EXACT,99,2414187,
Stolephorus rex,69954,Teleostei,Clupeiformes,Engraulidae,"Stolephorus rex Jordan & Seale, 1926",EXACT,98,2414202,2414195
Stolephorus tri,577,Teleostei,Clupeiformes,Engraulidae,"Stolephorus tri (Bleeker, 1852)",EXACT,99,2414235,
Stolephorus waitei,578,Teleostei,Clupeiformes,Engraulidae,"Stolephorus waitei Jordan & Seale, 1926",EXACT,99,2414182,
Thrissina samam,71664,Teleostei,Clupeiformes,Engraulidae,"Thrissina Jordan & Seale, 1925",HIGHERRANK,94,2413803,2414066
Thryssa dussumieri,586,Teleostei,Clupeiformes,Engraulidae,"Thryssa dussumieri (Valenciennes, 1848)",EXACT,99,2414071,
