species,speccode,class,order,family,acc_name,match_type,confidence,gbif_key,synonym_of
Anoxypristis cuspidata,8211,Elasmobranchii,Rhinopristiformes,Pristidae,"Anoxypristis cuspidata (Latham, 1794)",EXACT,99,2420848,
Pristis microdon,2546,Elasmobranchii,Rhinopristiformes,Pristidae,"Pristis microdon Latham, 1794",EXACT,99,5216285,
Pristis zijsron,7956,Elasmobranchii,Rhinopristiformes,Pristidae,"Pristis zijsron Bleeker, 1851",EXACT,99,5216288,
Ilisha elongata,1627,Teleostei,Clupeiformes,Pristigasteridae,Ilisha elongata,EXACT,99,5214625,
Ilisha filigera,1628,Teleostei,Clupeiformes,Pristigasteridae,"Ilisha filigera (Valenciennes, 1847)",EXACT,99,5214638,
Ilisha kampeni,1630,Teleostei,Clupeiformes,Pristigasteridae,"Ilisha kampeni (Weber & de Beaufort, 1913)",EXACT,99,5214622,
Ilisha macrogaster,1631,Teleostei,Clupeiformes,Pristigasteridae,"Ilisha macrogaster Bleeker, 1866",EXACT,99,5214636,
Ilisha megaloptera,1632,Teleostei,Clupeiformes,Pristigasteridae,"Ilisha megaloptera (Swainson, 1839)",EXACT,99,5214618,
Ilisha melastoma,1633,Teleostei,Clupeiformes,Pristigasteridae,"Ilisha melastoma (Bloch & Schneider, 1801)",EXACT,99,5214582,
Ilisha sirishae,1637,Teleostei,Clupeiformes,Pristigasteridae,"Ilisha sirishae Seshagiri Rao, 1975",EXACT,99,11142653,
Opisthopterus tardoore,1652,Teleostei,Clupeiformes,Pristigasteridae,"Opisthopterus tardoore (Cuvier, 1829)",EXACT,99,2412490,
Opisthopterus valenciennesi,1653,Teleostei,Clupeiformes,Pristigasteridae,"Opisthopterus valenciennesi Bleeker, 1872",EXACT,99,2412500,
Pellona ditchela,1641,Teleostei,Clupeiformes,Pristigasteridae,"Pellona ditchela Valenciennes, 1847",EXACT,99,2413564,
Raconda russeliana,1658,Teleostei,Clupeiformes,Pristigasteridae,"Raconda russeliana Gray, 1831",EXACT,99,2413510,
Pristolepis fasciata,10318,Teleostei,Anabantiformes,Pristolepididae,"Pristolepis fasciata (Bleeker, 1851)",EXACT,99,2399391,
Pristolepis grootii,12290,Teleostei,Anabantiformes,Pristolepididae,"Pristolepis grootii (Bleeker, 1852)",EXACT,99,2399397,
Psettodes erumei,513,Teleostei,Pleuronectiformes,Psettodidae,"Psettodes erumei (Bloch & Schneider, 1801)",EXACT,99,2409818,
Congrogadus subducens,4419,Teleostei,Ovalentaria/misc,Pseudochromidae,"Congrogadus subducens (Richardson, 1843)",EXACT,99,2381607,
Lubbockichthys multisquamatus,12656,Teleostei,Ovalentaria/misc,Pseudochromidae,"Lubbockichthys multisquamatus (Allen, 1987)",EXACT,99,2381805,
Manonichthys alleni,65047,Teleostei,Ovalentaria/misc,Pseudochromidae,"Manonichthys alleni Gill, 2004",EXACT,99,2381815,
Pictichromis diadema,24439,Teleostei,Ovalentaria/misc,Pseudochromidae,"Pictichromis diadema (Lubbock & Randall, 1978)",EXACT,99,2381588,
Pseudochromis bitaeniatus,12654,Teleostei,Ovalentaria/misc,Pseudochromidae,"Pseudochromis bitaeniatus (Fowler, 1931)",EXACT,99,2381678,
Pseudochromis cyanotaenia,14279,Teleostei,Ovalentaria/misc,Pseudochromidae,"Pseudochromis cyanotaenia Bleeker, 1857",EXACT,99,2381662,
Pseudochromis fowleri,59005,Teleostei,Ovalentaria/misc,Pseudochromidae,"Pseudochromis fowleri Herre, 1934",EXACT,99,2381680,
Pseudochromis perspicillatus,24444,Teleostei,Ovalentaria/misc,Pseudochromidae,"Pseudochromis perspicillatus Günther, 1862",EXACT,99,2381695,
Pseudoplesiops typus,7463,Teleostei,Ovalentaria/misc,Pseudochromidae,"Pseudoplesiops typus Bleeker, 1858",EXACT,99,5209546,
Rachycentron canadum,3542,Teleostei,Carangiformes,Rachycentridae,"Rachycentron canadum (Linnaeus, 1766)",EXACT,99,2391729,
Okamejei hollandi,4585,Elasmobranchii,Rajiformes,Rajidae,"Okamejei hollandi (Jordan & Richardson, 1909)",EXACT,99,2420104,
Rhincodon typus,2081,Elasmobranchii,Orectolobiformes,Rhincodontidae,"Rhincodon typus Smith, 1828",EXACT,99,2417522,
Rhina ancylostomus,8729,Elasmobranchii,Rhinopristiformes,Rhinidae,"Rhina ancylostoma Bloch & Schneider, 1801",FUZZY,95,5963013,
Rhynchobatus australiae,15380,Elasmobranchii,Rhinopristiformes,Rhinidae,"Rhynchobatus australiae Whitley, 1939",EXACT,99,2418942,
Rhynchobatus djiddensis,5503,Elasmobranchii,Rhinopristiformes,Rhinidae,"Rhynchobatus djiddensis (Forsskål, 1775)",EXACT,99,2418935,
Rhynchobatus laevis,57375,Elasmobranchii,Rhinopristiformes,Rhinidae,"Rhynchobatus laevis (Bloch & Schneider, 1801)",EXACT,99,2418939,
Rhynchobatus springeri,65550,Elasmobranchii,Rhinopristiformes,Rhinidae,"Rhynchobatus springeri Compagno & Last, 2010",EXACT,99,5963020,
Rhinobatos borneensis,68221,Elasmobranchii,Rhinopristiformes,Rhinobatidae,"Rhinobatos borneensis Last, Séret & Naylor, 2016",EXACT,99,8573069,
Rhinobatos thouiniana,62788,Elasmobranchii,Rhinopristiformes,Rhinobatidae,"Rhinobatos thouiniana (Shaw, 1804)",EXACT,99,2419036,
Rhinoptera javanica,7971,Elasmobranchii,Myliobatiformes,Rhinopteridae,"Rhinoptera javanica Müller & Henle, 1841",EXACT,99,5215779,
Rhinoptera jayakari,27176,Elasmobranchii,Myliobatiformes,Rhinopteridae,"Rhinoptera jayakari Boulenger, 1895",EXACT,99,5215776,
Oncorhynchus mykiss,239,Teleostei,Salmoniformes,Salmonidae,"Oncorhynchus mykiss (Walbaum, 1792)",EXACT,99,5204019,
Samaris cristatus,8290,Teleostei,Pleuronectiformes,Samaridae,"Samaris cristatus Gray, 1831",EXACT,99,2408990,
Scatophagus argus,4698,Teleostei,Acanthuriformes,Scatophagidae,"Scatophagus argus (Linnaeus, 1766)",EXACT,99,2394736,
Aspericorvina jubata,11984,Teleostei,Eupercaria/misc,Sciaenidae,"Aspericorvina jubata (Bleeker, 1855)",EXACT,99,2400070,
Atrobucca kyushini,15219,Teleostei,Eupercaria/misc,Sciaenidae,"Atrobucca kyushini Sasaki & Kailola, 1988",EXACT,99,2400385,
Bahaba polykladiskos,15220,Teleostei,Eupercaria/misc,Sciaenidae,"Bahaba polykladiskos (Bleeker, 1852)",EXACT,99,2400281,
Boesemania microlepis,15224,Teleostei,Eupercaria/misc,Sciaenidae,"Boesemania microlepis (Bleeker, 1858)",EXACT,99,2400374,
Chrysochir aurea,8308,Teleostei,Eupercaria/misc,Sciaenidae,"Chrysochir aureus (Richardson, 1846)",FUZZY,96,2400344,
Daysciaena albida,12049,Teleostei,Eupercaria/misc,Sciaenidae,"Daysciaena albida (Cuvier, 1830)",EXACT,99,2399705,
Dendrophysa russelii,4560,Teleostei,Eupercaria/misc,Sciaenidae,"Dendrophysa russelii (Cuvier, 1829)",EXACT,99,2399565,
Johnius amblycephalus,7785,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius amblycephalus (Bleeker, 1855)",EXACT,99,2399453,
Johnius belangerii,5520,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius belangerii (Cuvier, 1830)",EXACT,99,2399528,
Johnius borneensis,15263,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius borneensis (Bleeker, 1851)",EXACT,99,2399466,
Johnius cantori,15916,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius cantori Bleeker, 1874",EXACT,99,2399437,
Johnius carouna,15236,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius carouna (Cuvier, 1830)",EXACT,99,2399527,
Johnius carutta,4647,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius carutta Bloch, 1793",EXACT,99,2399447,
Johnius coitor,10544,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius coitor (Hamilton, 1822)",EXACT,99,2399520,
Johnius dussumieri,6530,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius dussumieri (Cuvier, 1830)",EXACT,97,2399465,
Johnius heterolepis,15244,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius heterolepis Bleeker, 1873",EXACT,99,2399438,
Johnius macropterus,10348,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius macropterus (Bleeker, 1853)",EXACT,99,2399458,
Johnius macrorhynus,15249,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius macrorhynus (Lal Mohan, 1976)",EXACT,99,2399448,
Johnius plagiostoma,15448,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius plagiostoma (Bleeker, 1849)",EXACT,99,2399544,
Johnius sasakii,70777,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius sasakii Hanafi, Chen, Seah, Chang, Liu & Chao, 2022",EXACT,99,11666317,
Johnius trachycephalus,12051,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius trachycephalus (Bleeker, 1851)",EXACT,99,2399518,
Johnius weberi,15259,Teleostei,Eupercaria/misc,Sciaenidae,"Johnius weberi Hardenberg, 1936",EXACT,99,2399449,
Larimichthys polyactis,416,Teleostei,Eupercaria/misc,Sciaenidae,"Larimichthys polyactis (Bleeker, 1877)",EXACT,99,2400171,
Nibea maculata,11003,Teleostei,Eupercaria/misc,Sciaenidae,"Nibea maculata (Bloch & Schneider, 1801)",EXACT,99,2399795,
Nibea soldado,8309,Teleostei,Eupercaria/misc,Sciaenidae,"Nibea soldado (Lacepède, 1802)",EXACT,99,2399488,
Otolithes ruber,4824,Teleostei,Eupercaria/misc,Sciaenidae,"Otolithes ruber (Bloch & Schneider, 1801)",EXACT,99,2400242,
Otolithoides biauritus,4570,Teleostei,Eupercaria/misc,Sciaenidae,"Otolithoides biauritus (Cantor, 1849)",EXACT,99,2399890,
Otolithoides pama,12056,Teleostei,Eupercaria/misc,Sciaenidae,"Otolithoides pama (Hamilton, 1822)",EXACT,99,2399885,
Panna microdon,8310,Teleostei,Eupercaria/misc,Sciaenidae,"Panna microdon (Bleeker, 1849)",EXACT,99,2399719,
Panna perarmata,15459,Teleostei,Eupercaria/misc,Sciaenidae,"Panna perarmatus (Chabanaud, 1926)",FUZZY,96,2399713,
Paranibea semiluctuosa,8311,Teleostei,Eupercaria/misc,Sciaenidae,"Paranibea semiluctuosa (Cuvier, 1830)",EXACT,99,2399744,
Pennahia aneus,13664,Teleostei,Eupercaria/misc,Sciaenidae,"Pennahia anea (Bloch, 1793)",FUZZY,96,2400227,
Pennahia argentata,434,Teleostei,Eupercaria/misc,Sciaenidae,"Pennahia argentata (Houttuyn, 1782)",EXACT,99,2400253,
Pennahia macrocephalus,8321,Teleostei,Eupercaria/misc,Sciaenidae,"Pennahia macrocephalus (Tang, 1937)",EXACT,99,2400246,
Protonibea diacanthus,4571,Teleostei,Eupercaria/misc,Sciaenidae,"Protonibea diacanthus (Lacepède, 1802)",EXACT,99,2400328,
Pseudolarimichthys terengganui,70157,Teleostei,Eupercaria/misc,Sciaenidae,"Pseudolarimichthys terengganui (Seah, Hanafi, Mazlan & Chao, 2015)",EXACT,99,10897668,
Pterotolithus lateoides,8391,Teleostei,Eupercaria/misc,Sciaenidae,"Pterotolithus lateoides (Bleeker, 1849)",EXACT,99,2400309,
Pterotolithus maculatus,8393,Teleostei,Eupercaria/misc,Sciaenidae,"Pterotolithus maculatus (Cuvier, 1830)",EXACT,99,2400303,
Sonorolux fluminis,15479,Teleostei,Eupercaria/misc,Sciaenidae,"Sonorolux fluminis Trewavas, 1977",EXACT,99,2400166,
Acanthocybium solandri,89,Teleostei,Scombriformes,Scombridae,"Acanthocybium solandri (Cuvier, 1832)",EXACT,99,2374069,
Auxis rochei,93,Teleostei,Scombriformes,Scombridae,"Auxis rochei (Risso, 1810)",EXACT,99,4286088,
Auxis thazard,94,Teleostei,Scombriformes,Scombridae,"Auxis thazard (Lacepède, 1800)",EXACT,99,4286082,
Euthynnus affinis,96,Teleostei,Scombriformes,Scombridae,"Euthynnus affinis (Cantor, 1849)",EXACT,99,5208561,
Grammatorcynus bilineatus,104,Teleostei,Scombriformes,Scombridae,"Grammatorcynus bilineatus (Rüppell, 1836)",EXACT,99,5208588,
Katsuwonus pelamis,107,Teleostei,Scombriformes,Scombridae,"Katsuwonus pelamis (Linnaeus, 1758)",EXACT,99,2374191,
Rastrelliger brachysoma,109,Teleostei,Scombriformes,Scombridae,"Rastrelliger brachysoma (Bleeker, 1851)",EXACT,99,2374336,
Rastrelliger faughni,110,Teleostei,Scombriformes,Scombridae,"Rastrelliger faughni Matsui, 1967",EXACT,99,2374337,
Rastrelliger kanagurta,111,Teleostei,Scombriformes,Scombridae,"Rastrelliger kanagurta (Cuvier, 1816)",EXACT,99,2374317,
Sarda orientalis,114,Teleostei,Scombriformes,Scombridae,"Sarda orientalis (Temminck & Schlegel, 1844)",EXACT,99,5208602,
Scomber australasicus,116,Teleostei,Scombriformes,Scombridae,"Scomber australasicus Cuvier, 1832",EXACT,99,2374156,
Scomberomorus commerson,121,Teleostei,Scombriformes,Scombridae,"Scomberomorus commerson (Lacepède, 1800)",EXACT,99,2374255,
Scomberomorus guttatus,123,Teleostei,Scombriformes,Scombridae,"Scomberomorus guttatus (Bloch & Schneider, 1801)",EXACT,99,2374233,
Scomberomorus koreanus,124,Teleostei,Scombriformes,Scombridae,"Scomberomorus koreanus (Kishinouye, 1915)",EXACT,99,2374292,
Scomberomorus lineolatus,125,Teleostei,Scombriformes,Scombridae,"Scomberomorus lineolatus (Cuvier, 1829)",EXACT,99,2374246,
Thunnus alalunga,142,Teleostei,Scombriformes,Scombridae,"Thunnus alalunga (Bonnaterre, 1788)",EXACT,97,9694948,
Thunnus albacares,143,Teleostei,Scombriformes,Scombridae,"Thunnus albacares (Bonnaterre, 1788)",EXACT,99,2374013,
Thunnus obesus,146,Teleostei,Scombriformes,Scombridae,"Thunnus obesus (Lowe, 1839)",EXACT,99,2373996,
Thunnus tonggol,148,Teleostei,Scombriformes,Scombridae,"Thunnus tonggol (Bleeker, 1851)",EXACT,99,2373933,
Brachypterois serrulata,9203,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Brachypterois serrulata (Richardson, 1846)",EXACT,99,5201227,
Dendrochirus zebra,5828,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Dendrochirus zebra (Cuvier, 1829)",EXACT,99,2334538,
Nemapterois biocellatus,5827,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Nemapterois biocellata Fowler, 1938",FUZZY,96,2334547,2334545
Neochirus bella,8241,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,,NONE,100,,
Neochirus brachyptera,4912,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,,NONE,100,,
Neomerinthe amplisquamiceps,11662,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Neomerinthe amplisquamiceps (Fowler, 1938)",EXACT,99,2334838,
Parascorpaena picta,8296,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Parascorpaena picta (Cuvier, 1829)",EXACT,99,2334483,
Pontinus macrocephalus,8280,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Pontinus macrocephalus (Sauvage, 1882)",EXACT,99,2334691,
Pterois russelii,6404,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Pterois russelii Bennett, 1831",EXACT,99,2334447,
Pterois volitans,5195,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Pterois volitans (Linnaeus, 1758)",EXACT,99,2334438,
Scorpaenodes albaiensis,7313,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenodes albaiensis (Evermann & Seale, 1907)",EXACT,99,2334393,
Scorpaenodes guamensis,5819,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenodes guamensis (Quoy & Gaimard, 1824)",EXACT,99,2334382,
Scorpaenopsis diabolus,4921,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenopsis diabolus (Cuvier, 1829)",EXACT,99,2334743,
Scorpaenopsis gibbosa,7918,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenopsis gibbosa (Bloch & Schneider, 1801)",EXACT,99,2334724,
Scorpaenopsis oxycephala,5822,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenopsis oxycephala (Bleeker, 1849)",EXACT,99,2334739,
Scorpaenopsis ramaraoi,59506,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Scorpaenopsis ramaraoi Randall & Eschmeyer, 2001",EXACT,99,2334757,
Taenianotus triacanthus,5824,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,"Taenianotus triacanthus Lacepède, 1802",EXACT,99,2334499,
Cephaloscyllium sarawakense,63780,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,"Cephaloscyllium sarawakense Yano, Ahmad & Gambang, 2005",EXACT,99,11173441,
Chelidoperca hirundinacea,8237,Teleostei,Perciformes/Serranoidei,Serranidae,"Chelidoperca hirundinacea (Valenciennes, 1831)",EXACT,99,2388100,
Setarches guentheri,5029,Teleostei,Perciformes/Scorpaenoidei,Setarchidae,"Setarches guentheri Johnson, 1862",EXACT,99,2336894,
Siganus canaliculatus,4456,Teleostei,Acanthuriformes,Siganidae,"Siganus canaliculatus (Park, 1797)",EXACT,99,2390233,
Siganus corallinus,4611,Teleostei,Acanthuriformes,Siganidae,"Siganus corallinus (Valenciennes, 1835)",EXACT,99,2390296,
Siganus fuscescens,4616,Teleostei,Acanthuriformes,Siganidae,"Siganus fuscescens (Houttuyn, 1782)",EXACT,99,2390191,
Siganus guttatus,4588,Teleostei,Acanthuriformes,Siganidae,"Siganus guttatus (Bloch, 1787)",EXACT,99,2390286,
Siganus javus,4618,Teleostei,Acanthuriformes,Siganidae,"Siganus javus (Linnaeus, 1766)",EXACT,99,2390192,
Siganus lineatus,4625,Teleostei,Acanthuriformes,Siganidae,"Siganus lineatus (Valenciennes, 1835)",EXACT,99,2390288,
Siganus puellus,4617,Teleostei,Acanthuriformes,Siganidae,"Siganus puellus (Schlegel, 1852)",EXACT,99,2390277,
Siganus punctatissimus,4620,Teleostei,Acanthuriformes,Siganidae,"Siganus punctatissimus Fowler & Bean, 1929",EXACT,99,2390257,
Siganus punctatus,4621,Teleostei,Acanthuriformes,Siganidae,"Siganus punctatus (Schneider & Forster, 1801)",EXACT,99,2390198,
Siganus stellatus,4622,Teleostei,Acanthuriformes,Siganidae,"Siganus stellatus (Forsskål, 1775)",EXACT,99,2390297,
Siganus sutor,4615,Teleostei,Acanthuriformes,Siganidae,"Siganus sutor (Valenciennes, 1835)",EXACT,99,2390260,
Siganus vermiculatus,4561,Teleostei,Acanthuriformes,Siganidae,"Siganus vermiculatus (Valenciennes, 1835)",EXACT,99,2390251,
Siganus virgatus,4624,Teleostei,Acanthuriformes,Siganidae,"Siganus virgatus (Valenciennes, 1835)",EXACT,99,2390240,
Siganus vulpinus,4629,Teleostei,Acanthuriformes,Siganidae,"Siganus vulpinus (Schlegel & Müller, 1845)",EXACT,99,2390172,
Sillaginopodys chondropus,8006,Teleostei,Eupercaria/misc,Sillaginidae,"Sillaginopodys chondropus (Bleeker, 1849)",EXACT,99,2391928,
Sillaginopsis panijus,402,Teleostei,Eupercaria/misc,Sillaginidae,"Sillaginopsis panijus (Hamilton, 1822)",EXACT,99,2391975,
Sillago aeolus,8491,Teleostei,Eupercaria/misc,Sillaginidae,"Sillago aeolus Jordan & Evermann, 1902",EXACT,99,2391963,
Sillago asiatica,8496,Teleostei,Eupercaria/misc,Sillaginidae,"Sillago asiatica McKay, 1982",EXACT,99,2391971,
Sillago maculata,7925,Teleostei,Eupercaria/misc,Sillaginidae,"Sillago maculata Quoy & Gaimard, 1824",EXACT,99,2391922,
Sillago sihama,4544,Teleostei,Eupercaria/misc,Sillaginidae,"Sillago sihama (Forsskål, 1775)",EXACT,99,2391929,
Sillago vincenti,8319,Teleostei,Eupercaria/misc,Sillaginidae,"Sillago vincenti McKay, 1980",EXACT,99,2391937,
Belodontichthys dinema,23087,Teleostei,Siluriformes,Siluridae,"Belodontichthys dinema (Bleeker, 1851)",EXACT,99,2337806,
Ceratoglanis scleronema,16136,Teleostei,Siluriformes,Siluridae,"Ceratoglanis scleronema (Bleeker, 1862)",EXACT,99,2337581,
Kryptopterus baramensis,59736,Teleostei,Siluriformes,Siluridae,"Kryptopterus baramensis Ng, 2002",EXACT,99,2337920,
Kryptopterus bicirrhis,10920,Teleostei,Siluriformes,Siluridae,"Kryptopterus bicirrhis (Valenciennes, 1840)",EXACT,99,2337886,
Kryptopterus cryptopterus,16139,Teleostei,Siluriformes,Siluridae,"Kryptopterus cryptopterus (Bleeker, 1851)",EXACT,99,2337905,
Kryptopterus lais,23092,Teleostei,Siluriformes,Siluridae,"Kryptopterus lais (Bleeker, 1851)",EXACT,99,2337898,
Kryptopterus limpok,23093,Teleostei,Siluriformes,Siluridae,"Kryptopterus limpok (Bleeker, 1852)",EXACT,99,2337903,
Kryptopterus macrocephalus,11991,Teleostei,Siluriformes,Siluridae,"Kryptopterus macrocephalus (Bleeker, 1858)",EXACT,99,2337908,
Kryptopterus sabanus,23109,Teleostei,Siluriformes,Siluridae,"Kryptopterus sabanus (Inger & Chin, 1959)",EXACT,99,2337914,
Micronema hexapterus,23098,Teleostei,Siluriformes,Siluridae,"Micronema hexapterus (Bleeker, 1851)",EXACT,99,5201676,
Micronema platypogon,61547,Teleostei,Siluriformes,Siluridae,"Micronema platypogon (Ng, 2004)",EXACT,99,5201678,
Ompok eugeneiatus,23106,Teleostei,Siluriformes,Siluridae,"Ompok eugeneiatus (Vaillant, 1893)",EXACT,99,2337638,
Ompok fumidus,58684,Teleostei,Siluriformes,Siluridae,"Ompok fumidus Tan & Ng, 1996",EXACT,99,2337635,
Ompok hypophthalmus,23107,Teleostei,Siluriformes,Siluridae,"Ompok hypophthalmus (Bleeker, 1846)",EXACT,99,2337657,
Ompok jaynei,58683,Teleostei,Siluriformes,Siluridae,"Ompok jaynei Fowler, 1905",EXACT,99,2337664,
Ompok leiacanthus,23108,Teleostei,Siluriformes,Siluridae,"Ompok leiacanthus (Bleeker, 1853)",EXACT,99,2337669,
Ompok rhadinurus,62013,Teleostei,Siluriformes,Siluridae,"Ompok rhadinurus Ng, 2003",EXACT,99,2337727,
Ompok siluroides,66246,Teleostei,Siluriformes,Siluridae,"Ompok siluroides Lacepède, 1803",EXACT,99,2337685,
Phalacronotus apogon,16143,Teleostei,Siluriformes,Siluridae,"Phalacronotus apogon (Bleeker, 1851)",EXACT,99,2337856,
Phalacronotus micronemus,23096,Teleostei,Siluriformes,Siluridae,"Phalacronotus micronemus (Bleeker, 1846)",EXACT,99,2337866,
Phalacronotus parvanalis,23103,Teleostei,Siluriformes,Siluridae,"Phalacronotus parvanalis (Inger & Chin, 1959)",EXACT,99,2337854,
Pterocryptis cochinchinensis,14488,Teleostei,Siluriformes,Siluridae,"Pterocryptis cochinchinensis (Valenciennes, 1840)",EXACT,99,2337794,
Pterocryptis furnessi,23111,Teleostei,Siluriformes,Siluridae,"Pterocryptis furnessi (Fowler, 1905)",EXACT,99,2337769,
Silurichthys hasseltii,23113,Teleostei,Siluriformes,Siluridae,"Silurichthys hasseltii Bleeker, 1858",EXACT,99,2337745,
Silurichthys indragiriensis,55211,Teleostei,Siluriformes,Siluridae,"Silurichthys indragiriensis Volz, 1904",EXACT,99,2337747,
Silurichthys marmoratus,55212,Teleostei,Siluriformes,Siluridae,"Silurichthys marmoratus Ng & Ng, 1998",EXACT,99,2337744,
Silurichthys phaiosoma,23115,Teleostei,Siluriformes,Siluridae,"Silurichthys phaiosoma (Bleeker, 1851)",EXACT,99,2337736,
Silurichthys schneideri,23116,Teleostei,Siluriformes,Siluridae,"Silurichthys schneideri Volz, 1904",EXACT,99,2337742,
Wallago attu,10243,Teleostei,Siluriformes,Siluridae,"Wallago attu (Bloch & Schneider, 1801)",EXACT,99,2337824,
Wallago leerii,10314,Teleostei,Siluriformes,Siluridae,"Wallago leerii Bleeker, 1851",EXACT,99,2337840,
Wallago maculatus,27260,Teleostei,Siluriformes,Siluridae,"Wallago maculatus Inger & Chin, 1959",EXACT,99,2337839,
Bagarius bagarius,12006,Teleostei,Siluriformes,Sisoridae,"Bagarius bagarius (Hamilton, 1822)",EXACT,99,2341206,
Bagarius lica,23314,Teleostei,Siluriformes,Sisoridae,"Bagarius lica Volz, 1903",EXACT,98,5961241,2341213
Glyptothorax laosensis,26760,Teleostei,Siluriformes,Sisoridae,"Glyptothorax laosensis Fowler, 1934",EXACT,99,2341327,
Glyptothorax major,23319,Teleostei,Siluriformes,Sisoridae,"Glyptothorax major (Boulenger, 1894)",EXACT,99,2341296,
